Object ID,Class Name,Area
1585,vege,1980
1587,vege,16
1589,vege,245
1591,vege,543
1594,background,1040
1596,background,123
1567,vege,211
1593,vege,14
1595,vege,8
1597,buillding,379
1599,buillding,1177
1601,buillding,1929
1603,buillding,29
1605,farm,988
1607,farm,2588
1610,farm,4401
1612,farm,315
1617,buillding,2559
1623,farm,740
1625,background,503
1627,background,2165
1629,vege,47680
1631,vege,17181
1633,road,2607
1635,road,528
1637,road,7679
1640,background,437
1642,background,324
1644,background,7576
1646,background,420
1648,background,224
1650,background,7
1652,background,59
1658,background,274
1660,background,1058
1664,buillding,2239
1609,buillding,15813
1611,buillding,30147
1613,buillding,3003
1615,buillding,1747
1619,background,10430
1621,background,2368
1624,buillding,2465
1626,buillding,217
1618,vege,96
1620,buillding,221
1622,buillding,281
1628,water,925
1630,background,27
1632,background,403
1634,background,263
1636,background,60
1638,background,545
1639,buillding,2640
1641,buillding,376
1643,buillding,6786
1645,buillding,2617
1647,buillding,12
1649,buillding,3662
1651,buillding,2094
1653,vege,83182
1656,water,2670
1662,buillding,2565
1666,buillding,2567
1668,water,4609
1670,water,1305
1672,background,1193
1674,background,297
1676,background,775
1655,road,1359
1657,road,6
1659,buillding,1365
1661,buillding,902
1663,buillding,562
1665,background,309
1667,background,1057
1669,vege,1904
1671,vege,278
1673,vege,1810
1675,vege,258
1677,vege,303
1679,vege,110
1681,road,359
1683,buillding,280
1685,buillding,726
1687,buillding,1936
1689,buillding,145
1691,buillding,227
1693,farm,400
1695,farm,182
1697,farm,14
1699,vege,16799
1701,buillding,94
1703,buillding,495
1705,buillding,6897
1707,buillding,158
1709,buillding,3218
1716,vege,1565
1725,background,7514
1730,background,6927
1747,background,946
1753,buillding,113
1760,farm,19
1763,buillding,694
1765,buillding,609
1771,buillding,3676
1711,buillding,972
1713,background,2186
1715,background,18
1717,vege,470
1719,vege,539
1721,buillding,28
1723,buillding,116
1727,vege,3026
1714,vege,859
1718,vege,814
1728,background,356
1732,background,4383
1729,vege,233
1731,vege,237
1733,vege,209
1735,vege,1314
1737,vege,326
1739,vege,5133
1748,road,108
1751,buillding,16
1757,buillding,23
1762,farm,2797
1764,farm,993
1766,farm,442
1769,buillding,47
1773,buillding,1040
1775,buillding,924
1777,buillding,1463
1779,buillding,2087
1781,background,8641
1783,background,93
1785,background,115
1787,background,795
1789,background,824
1791,background,672
1793,background,673
1795,background,153
1797,background,43
1801,background,383
1803,background,73
1759,buillding,176
1761,background,235
1767,buillding,3056
1790,buillding,4618
1792,vege,52579
1794,vege,66146
1778,road,825
1780,buillding,2903
1782,buillding,2876
1784,buillding,1459
1786,buillding,3446
1788,buillding,128
1796,buillding,17
1798,buillding,2453
1800,buillding,402
1802,buillding,154
1804,buillding,3052
1806,buillding,16
1808,buillding,24
1810,background,627
1812,background,187
1814,background,2987
1816,background,1871
1805,vege,60380
1807,vege,83136
1809,buillding,13
1811,buillding,10493
1813,buillding,2121
1815,buillding,101
1817,buillding,1976
1819,buillding,2007
1821,buillding,442
1823,buillding,2068
1825,buillding,128
1827,background,1551
1829,background,855
1831,background,2346
1833,background,387
1835,background,531
1837,background,43
1839,background,22
1841,background,2698
1843,background,2980
1846,buillding,15
1826,vege,13381
1828,vege,2168
1830,vege,286
1832,vege,2186
1834,vege,3966
1836,vege,459
1838,vege,45
1840,buillding,41
1842,buillding,63
1844,buillding,243
1848,buillding,48
1850,buillding,1463
1852,buillding,1349
1854,buillding,818
1856,buillding,447
1858,buillding,512
1860,water,10722
1862,water,1385
1864,farm,345
1866,farm,7400
1868,background,58
1870,background,2104
1872,background,274
1874,background,340
1879,vege,39708
1881,road,638
1884,background,3032
1887,road,6095
1889,buillding,2304
1891,buillding,3403
1893,buillding,13184
1895,buillding,31
1897,buillding,14692
1899,buillding,1755
1901,buillding,4594
1903,buillding,36
1905,buillding,304
1907,background,116
1909,background,163
1913,background,19107
1915,background,52
1917,background,1577
1919,background,64
1922,vege,16451
1924,vege,16784
1927,background,90
1873,vege,17436
1875,vege,13106
1877,vege,476
1883,road,550
1885,road,147
1911,background,979
1914,water,36102
1916,water,3194
1918,buillding,1141
1896,vege,7095
1898,vege,13582
1900,vege,9261
1902,water,558
1904,water,78302
1906,buillding,1387
1908,buillding,513
1910,buillding,2149
1912,buillding,6150
1920,buillding,321
1926,buillding,10
1928,buillding,210
1930,buillding,10
1932,buillding,1088
1934,buillding,1397
1936,buillding,1006
1938,buillding,647
1940,road,37
1942,road,10
1944,background,1119
1946,background,10347
1948,background,6805
1950,background,796
1937,vege,17808
1955,road,83
1959,buillding,43
1961,farm,140299
1963,farm,3831
1965,farm,7651
1967,background,4220
1972,buillding,18
1979,background,12550
1985,buillding,4122
1987,vege,33122
1989,buillding,7470
1991,background,2830
1954,buillding,1015
1956,vege,69856
1958,vege,124893
1960,vege,85846
1962,vege,3775
1964,vege,27274
1966,vege,73773
1968,buillding,2887
1970,buillding,413
1974,buillding,1436
1976,buillding,807
1978,buillding,18674
1980,buillding,398
1982,buillding,942
1984,buillding,126
1986,background,3009
1988,background,674
1990,background,2758
1992,background,5439
1994,background,1944
1996,vege,179
1998,vege,1404
1981,vege,19764
1983,vege,949
1993,background,2140
1995,background,1248
1997,background,2655
1999,background,344
2001,background,3001
2003,background,128
2000,vege,242
2002,vege,91
2004,vege,25690
2006,vege,2742
2008,vege,398
2010,vege,8373
2012,buillding,340
2014,buillding,776
2016,buillding,476
2018,buillding,895
2020,water,568
2022,water,1328
2024,water,10
2026,farm,4936
2028,farm,1705
2030,background,36
2032,water,1004
2034,water,935
2036,water,2331
2038,water,235
2040,background,495
2042,background,709
2044,background,6
2047,background,2067
2050,farm,78930
2052,background,126
2057,background,809
2025,buillding,1207
2027,buillding,52
2029,water,5209
2033,buillding,3537
2035,buillding,785
2037,buillding,2556
2039,buillding,833
2041,buillding,67
2043,farm,11710
2045,background,2627
2049,background,9
2051,background,176
2053,background,6565
2055,background,77
2046,buillding,86
2048,buillding,135
2054,background,3903
2056,background,2552
2058,buillding,169
2060,buillding,24
2062,buillding,109
2068,background,283
2070,background,983
2072,background,1744
2064,buillding,42
2067,buillding,31
2069,buillding,66
2071,buillding,147
2073,buillding,49
2075,farm,116690
2077,farm,1297
2079,farm,1651
2082,farm,377
2084,farm,8864
2086,farm,5429
2088,buillding,4615
2090,buillding,264
2092,buillding,301
2094,buillding,316
2096,buillding,752
2098,buillding,68
2100,buillding,931
2102,background,3296
2106,background,2336
2108,background,259
2110,background,402
2112,background,1127
2114,background,1012
2118,vege,92803
2129,background,211
2131,background,206
2104,background,2055
2103,buillding,441
2105,buillding,282
2107,buillding,823
2109,buillding,124
2111,buillding,409
2113,buillding,7752
2115,farm,141439
2117,background,3610
2119,background,1768
2121,background,313
2116,vege,96093
2120,vege,49
2122,vege,389
2124,vege,448
2126,vege,1192
2128,vege,1298
2130,vege,1404
2132,vege,1729
2134,buillding,397
2136,buillding,410
2139,buillding,633
2141,buillding,272
2143,buillding,236
2145,buillding,792
2147,buillding,126
2149,vege,10243
2151,farm,48190
2153,vege,47259
2155,vege,5036
2157,buillding,1270
2159,buillding,24
2161,water,35
2163,background,4610
2165,background,15
2167,background,230
2169,background,141
2171,background,1704
2173,background,32
2175,background,3696
2177,buillding,26
2164,water,1235
2166,water,10181
2168,vege,40173
2170,vege,31286
2179,background,601
2181,buillding,122
2183,buillding,32
2172,road,149
2174,buillding,147
2185,farm,5943
2187,farm,288
2189,farm,592
2191,farm,3679
2204,farm,1403
2206,farm,1596
2208,farm,3318
2210,buillding,6576
2218,background,367
2220,background,56
2222,background,2154
2224,background,152
2226,background,38
2228,background,3182
2230,background,35
2232,background,13132
2238,buillding,9230
2241,buillding,1659
2244,background,11044
2246,background,71
2248,buillding,915
2251,farm,50196
2280,background,607
2296,buillding,6096
2199,road,4587
2201,water,1497
2203,water,416
2205,water,3442
2207,water,356
2209,water,206
2211,background,375
2214,water,3638
2216,water,3771
2212,buillding,328
2221,vege,1655
2223,buillding,8306
2225,buillding,1150
2227,buillding,564
2229,buillding,1587
2231,farm,13049
2233,farm,26877
2235,farm,2398
2237,vege,550
2239,vege,4702
2242,background,2093
2234,vege,582
2236,buillding,4471
2243,buillding,711
2245,buillding,7360
2247,buillding,123
2249,buillding,42
2253,background,36
2255,background,863
2257,background,348
2250,buillding,317
2252,buillding,104
2254,buillding,2669
2256,buillding,858
2258,buillding,1291
2260,buillding,3368
2262,buillding,7560
2264,buillding,12583
2266,buillding,5811
2268,buillding,663
2270,farm,226240
2272,background,399
2274,buillding,283
2276,buillding,24
2271,buillding,182
2279,farm,7169
2281,farm,1834
2283,farm,1986
2285,farm,4091
2287,farm,1856
2289,farm,125
2291,farm,2384
2293,farm,6
2295,farm,6
2307,buillding,102
2309,buillding,1213
2311,buillding,243
2324,background,594
2327,buillding,12925
2329,buillding,11917
2331,farm,112837
2333,farm,37986
2335,farm,1984
2337,background,8
2339,background,551
2341,background,1757
2343,background,1035
2298,buillding,1334
2300,farm,198396
2299,vege,8632
2301,road,321
2303,road,352
2305,buillding,81
2313,buillding,82
2315,buillding,850
2317,buillding,61
2319,buillding,1572
2321,farm,7363
2323,buillding,6294
2325,buillding,6064
2350,water,791
2359,water,48
2361,water,38498
2363,water,1390
2334,farm,60288
2336,vege,25018
2338,vege,8940
2340,water,148
2342,water,9024
2344,water,5474
2346,water,2969
2348,water,1213
2352,water,3405
2354,farm,19658
2356,farm,11339
2358,farm,11146
2360,background,260
2362,background,5142
2364,background,31
2367,water,1119
2369,water,15939
2371,water,10359
2373,background,9111
2355,road,589
2357,buillding,3643
2365,water,16519
2377,background,1117
2366,water,86
2368,water,3855
2370,water,9827
2372,water,106
2374,water,899
2376,water,763
2379,background,2602
2381,background,1564
2383,farm,14078
2385,farm,964
2387,farm,2110
2389,farm,425
2378,water,9887
2380,water,563
2391,vege,227
2393,vege,418
2395,vege,115
2397,vege,1482
2399,vege,7066
2401,farm,4448
2403,farm,261
2405,background,80
2407,background,18
2400,vege,1977
2402,vege,1122
2404,vege,1436
2406,vege,2228
2408,vege,1110
2410,buillding,18709
2412,buillding,1716
2414,buillding,2896
2416,farm,212814
2418,background,17507
2420,vege,41
2422,vege,5488
2423,background,220
2425,background,826
2428,background,127
2424,buillding,18
2427,buillding,23
2429,farm,58
2431,farm,1001
2433,farm,12363
2435,farm,356
2437,farm,92
2439,farm,12016
2441,farm,46
2443,farm,23
2446,vege,3972
