Object ID,Class Name,Area
311,ground,13098
313,ground,919
315,ground,432
329,building,623
316,ground,2942
318,ground,2314
320,ground,570
322,ground,1595
324,ground,1787
326,ground,5061
328,ground,894
330,ground,1135
332,ground,551
331,low vegetation,3787
333,low vegetation,20147
335,low vegetation,20
338,low vegetation,1107
340,low vegetation,208
344,ground,10224
346,ground,165
348,ground,1387
336,building,912
342,low vegetation,5282
343,building,1682
345,building,843
347,building,1573
349,building,914
351,building,767
353,building,1524
355,building,736
357,building,7062
359,building,683
361,building,685
363,building,566
365,building,470
367,building,557
369,building,616
371,building,362
373,building,1066
375,building,885
377,low vegetation,2818
379,building,46240
381,building,3650
383,low vegetation,32921
385,ground,10
387,ground,5512
389,ground,1060
391,ground,237
393,ground,10592
395,ground,281
398,ground,4657
400,ground,13756
402,ground,699
386,low vegetation,14
388,low vegetation,7
390,water,1829
392,water,805
394,ground,1026
396,ground,378
404,ground,2492
406,ground,3411
408,ground,1302
410,ground,2598
412,ground,866
414,ground,389
416,ground,4753
418,ground,926
405,building,2889
407,building,452
409,building,593
411,building,1098
413,building,75
415,building,177
417,low vegetation,330
419,low vegetation,403
421,low vegetation,926
423,low vegetation,1864
425,low vegetation,604
429,low vegetation,1185
433,low vegetation,275
435,low vegetation,690
445,ground,153
447,ground,457
449,ground,1341
451,ground,737
453,ground,1122
455,ground,971
457,water,1158
459,water,1678
461,water,1760
463,building,126
465,building,1613
467,building,2318
470,ground,563
472,tree,42
474,tree,219
476,tree,152
478,tree,1983
436,low vegetation,1424
438,ground,514
440,ground,2264
442,ground,45
448,building,288
450,building,112
452,building,195
454,building,256
456,low vegetation,350
458,low vegetation,81
460,low vegetation,844
462,ground,1636
464,ground,72
469,building,8069
471,building,10926
473,building,3052
475,building,587
477,building,1139
479,building,5874
481,building,5647
483,building,938
485,building,1186
487,building,1923
489,low vegetation,127
491,low vegetation,448
494,building,941
496,building,854
498,building,829
500,building,667
502,building,673
504,building,4404
506,building,607
508,building,1259
510,building,320
515,low vegetation,2199
520,tree,3066
522,tree,22
524,tree,1614
526,tree,2237
528,tree,20
490,water,1406
492,building,640
512,building,6857
514,building,1624
503,water,946
505,low vegetation,919
507,low vegetation,213
509,low vegetation,1279
511,low vegetation,4187
513,low vegetation,11689
517,building,546
519,building,316
521,building,405
523,building,2398
525,building,682
527,building,1839
529,low vegetation,1649
531,low vegetation,7101
533,low vegetation,1418
535,ground,6176
537,ground,6614
539,ground,158
541,ground,6708
543,ground,48
545,ground,319
547,ground,104
549,ground,17079
551,ground,82
553,ground,5104
555,ground,208
557,ground,481
559,ground,619
562,low vegetation,4131
564,ground,66
566,ground,30
568,ground,1047
572,ground,35
574,ground,764
576,tree,1353
578,tree,2669
580,tree,1671
548,water,1217
550,building,577
552,building,1145
554,building,531
556,building,4037
558,low vegetation,221
560,low vegetation,1877
567,building,1265
569,building,348
571,building,1089
573,low vegetation,1497
575,low vegetation,1092
577,low vegetation,1336
579,low vegetation,2650
563,building,978
565,building,2212
581,low vegetation,823
583,ground,1740
585,ground,3992
587,ground,5358
589,ground,295
591,ground,2254
593,ground,2622
595,ground,823
597,ground,11262
599,ground,3415
601,ground,501
603,ground,2150
605,ground,3671
607,ground,13591
609,ground,394
611,ground,704
588,building,190
590,building,748
592,building,78
594,building,228
596,low vegetation,1796
598,low vegetation,112
600,low vegetation,1130
602,ground,1215
604,water,7695
606,water,5378
608,water,6582
610,building,10057
612,building,2456
614,ground,4011
616,ground,1034
618,ground,446
615,low vegetation,9665
617,low vegetation,39513
619,low vegetation,1179
621,low vegetation,404
623,low vegetation,194
625,ground,9410
627,water,557
629,water,5503
632,ground,7
634,ground,298
636,ground,737
638,ground,309
640,ground,1537
642,ground,987
644,ground,418
646,ground,2511
648,ground,1677
650,ground,451
631,water,272
633,building,6794
635,building,2143
637,building,102
639,building,562
641,low vegetation,4604
643,ground,592
645,ground,5476
647,ground,740
649,ground,586
651,ground,1789
653,ground,887
655,water,925
657,water,103
659,water,12
661,ground,342
663,ground,302
665,water,12
667,ground,124
669,ground,1178
671,ground,682
673,ground,6708
675,low vegetation,8
677,low vegetation,224
679,ground,2377
681,low vegetation,1209
662,water,8
670,low vegetation,975
672,low vegetation,51478
674,low vegetation,6013
676,low vegetation,7097
678,low vegetation,27623
683,low vegetation,719
686,building,551
668,building,301
685,ground,835
687,ground,2349
689,ground,1914
691,ground,560
693,water,1460
695,building,235
680,building,333
682,building,1799
684,building,502
688,building,850
690,building,474
692,building,11995
697,building,113
700,ground,1184
702,ground,896
704,ground,207
706,tree,2265
699,low vegetation,1826
701,low vegetation,2856
703,low vegetation,1254
705,low vegetation,647
708,low vegetation,323
710,ground,1014
712,building,700
714,building,1202
716,building,391
718,building,917
720,ground,257
722,ground,300
724,ground,1866
726,ground,2301
728,ground,218
730,tree,13622
721,low vegetation,3148
723,low vegetation,545
725,low vegetation,9554
727,low vegetation,324
729,low vegetation,1904
731,water,448
733,building,1007
735,building,13703
737,building,1376
739,building,480
741,low vegetation,1077
743,ground,400
745,ground,3290
748,building,738
750,building,98
747,ground,36702
749,ground,2472
751,ground,2263
742,building,1827
744,building,12043
746,building,935
752,building,396
754,low vegetation,166
756,low vegetation,36
758,low vegetation,16
760,low vegetation,9328
762,low vegetation,22
765,low vegetation,7333
767,low vegetation,160
769,low vegetation,132
771,low vegetation,1937
773,low vegetation,609
776,low vegetation,25
778,low vegetation,2918
780,low vegetation,431
782,ground,233
784,water,2115
786,building,2728
788,building,759
791,ground,14
793,ground,1814
795,ground,1556
797,ground,114
799,building,1826
801,ground,267
804,tree,7557
807,building,499
810,tree,55
812,tree,11156
814,ground,19
816,ground,9526
818,ground,34
820,tree,360
822,tree,1289
824,tree,352
826,tree,55
828,building,626
830,low vegetation,1539
790,ground,124
792,ground,60
794,ground,5333
796,ground,51970
798,tree,1517
800,tree,3397
802,tree,7521
806,tree,1474
808,tree,1021
803,building,1405
805,building,543
809,low vegetation,4451
811,building,709
813,building,706
815,building,1081
817,building,297
819,building,729
821,building,705
823,building,1808
825,building,210
827,building,94
829,building,395
831,building,404
833,building,153
835,ground,2546
837,ground,1033
839,ground,21159
841,ground,22878
843,ground,10143
832,ground,943
834,ground,362
836,water,725
838,water,95
840,building,3566
842,low vegetation,982
844,ground,206
846,ground,3348
848,ground,11384
850,ground,8693
852,ground,3407
854,ground,3482
856,ground,6091
858,ground,1088
860,ground,1126
849,water,665
851,building,442
853,ground,1330
855,ground,3980
857,water,669
859,water,215
861,building,2680
863,building,670
865,building,1585
867,building,1985
869,building,1282
871,building,790
873,building,651
875,building,826
877,low vegetation,69
879,low vegetation,79
881,low vegetation,78
883,low vegetation,346
885,ground,1782
887,water,558
889,building,216
891,building,158
893,ground,934
895,ground,590
897,building,2415
899,sports field,684
901,ground,454
903,ground,3075
905,ground,537
907,ground,1018
909,ground,2470
911,ground,1400
913,ground,1350
915,ground,693
917,ground,1025
908,building,594
910,low vegetation,1410
912,low vegetation,15623
914,low vegetation,3626
916,low vegetation,185
918,building,45878
920,ground,4643
922,building,17534
924,building,3612
926,building,10757
928,building,1645
930,building,424
934,ground,2580
936,ground,42
938,ground,4395
940,ground,1109
942,ground,933
944,ground,1193
946,ground,1122
948,ground,585
950,ground,132
952,ground,11229
954,ground,695
956,ground,7228
937,water,798
939,water,318
941,water,148
943,water,607
945,water,18
947,water,356
949,water,546
951,building,6271
953,building,1305
955,building,4038
957,low vegetation,2225
959,low vegetation,1718
961,low vegetation,4224
964,building,17404
966,building,191
968,low vegetation,1287
970,low vegetation,1761
972,low vegetation,12597
974,low vegetation,70
976,low vegetation,456
978,low vegetation,12
980,low vegetation,366
958,water,686
960,building,4703
962,building,2451
982,low vegetation,12001
984,low vegetation,1400
986,low vegetation,57
988,low vegetation,3143
990,low vegetation,408
992,low vegetation,475
994,low vegetation,20
997,ground,163
999,ground,276
1001,ground,2681
1004,ground,1723
1006,building,376
1008,low vegetation,6922
1010,ground,842
1012,ground,412
1014,ground,65
1016,ground,10
1018,ground,401
1020,ground,240
1022,ground,24
1025,low vegetation,1146
1027,building,4767
1029,low vegetation,793
1031,low vegetation,1187
1034,ground,257
1036,ground,11517
1038,ground,1243
1040,ground,12916
1042,ground,4408
1011,ground,3268
1013,building,695
1015,building,1634
1017,building,1742
1019,building,10060
1021,building,954
1023,building,6288
1033,low vegetation,2540
1035,ground,1063
1037,ground,455
1039,ground,648
1041,building,856
1043,building,255
1045,building,402
1047,building,87
1049,low vegetation,3590
1051,low vegetation,2797
1053,low vegetation,383
1055,low vegetation,203
1057,low vegetation,1367
1059,low vegetation,824
1061,ground,296
1063,ground,158
1065,ground,281
1067,ground,449
1069,ground,775
1071,ground,272
1073,ground,160
1075,ground,763
1077,ground,143
1079,ground,150
1081,ground,369
1083,ground,208
1085,ground,200
1087,ground,183
1089,ground,146
1091,ground,2887
1093,ground,4768
1095,ground,178
1097,ground,297
1099,ground,696
1101,ground,353
1103,ground,1593
1105,ground,254
1107,ground,1255
1109,ground,1366
1111,building,921
1113,building,720
1115,ground,1096
1117,ground,5247
1119,ground,77
1121,ground,311
1123,ground,290
1125,ground,3217
1127,ground,37
1129,building,322
1131,building,2379
1133,building,544
1135,low vegetation,31
1137,ground,399
1139,ground,335
1141,ground,687
1143,ground,134
1145,ground,574
1147,ground,483
1149,ground,1065
1151,ground,1289
1153,ground,21797
1155,ground,78
1157,ground,202
1159,ground,149
1161,ground,196
1163,ground,207
1165,ground,237
1167,ground,17773
1169,ground,3954
1171,ground,55652
1173,ground,22
1175,ground,196
1177,ground,234
1116,building,669
1118,building,337
1120,building,65
1122,building,680
1124,building,677
1126,building,449
1156,low vegetation,1740
1158,low vegetation,273
1160,low vegetation,4461
1162,ground,3570
1164,water,3978
1166,water,328
1168,building,202
1170,building,1018
1172,building,179
1174,building,750
1176,tree,119
1178,low vegetation,19
1180,low vegetation,3642
1182,tree,2039
1184,low vegetation,88
1146,building,39641
1148,building,1016
1150,building,65
1152,low vegetation,110
1154,low vegetation,2187
1179,ground,2202
1181,ground,10
1186,low vegetation,35
1189,low vegetation,8
1191,low vegetation,435
1193,low vegetation,54
1195,low vegetation,21
1197,low vegetation,363
1199,low vegetation,20340
1201,low vegetation,61
1203,low vegetation,11384
1205,low vegetation,85
1207,low vegetation,810
1211,low vegetation,1393
1213,low vegetation,221
1215,low vegetation,5649
1217,low vegetation,72
1219,low vegetation,103
1223,low vegetation,133
1225,low vegetation,97
1227,low vegetation,38
1229,low vegetation,28
1231,low vegetation,199
1233,low vegetation,118
1235,ground,503
1237,ground,152
1239,ground,230
1241,ground,221
1243,ground,34
1245,ground,354
1247,ground,991
1249,ground,1042
1251,ground,138
1253,ground,904
1255,ground,1350
1257,ground,239
1259,ground,1312
1261,building,189
1263,building,263
1265,building,42
1269,building,285
1271,building,898
1273,building,135
1275,building,310
1277,building,122
1279,building,220
1283,building,883
1218,building,981
1220,building,2029
1222,building,687
1224,low vegetation,4626
1226,low vegetation,256
1228,low vegetation,207
1230,low vegetation,106
1232,low vegetation,641
1234,low vegetation,7153
1236,low vegetation,244
1238,low vegetation,2539
1240,low vegetation,615
1242,low vegetation,76
1244,low vegetation,943
1250,low vegetation,128
1252,low vegetation,318
1254,low vegetation,1587
1256,low vegetation,238
1258,low vegetation,546
1260,low vegetation,2306
1262,low vegetation,1159
1264,low vegetation,929
1266,low vegetation,100
1268,low vegetation,482
1270,ground,1644
1272,ground,3637
1274,ground,447
1276,ground,1119
1278,ground,475
1280,ground,6104
1282,ground,269
1284,ground,647
1286,ground,4108
1288,ground,715
1290,ground,831
1292,ground,791
1294,building,1826
1296,building,1547
1298,building,60
1300,building,2142
1302,low vegetation,3928
1304,low vegetation,3919
1306,low vegetation,6399
1267,building,634
1281,building,424
1285,building,1150
1287,building,1606
1289,building,24679
1291,building,1360
1308,low vegetation,6098
1310,low vegetation,12044
1312,low vegetation,349
1314,building,1522
1316,low vegetation,7092
1318,low vegetation,1214
1320,low vegetation,1031
1323,low vegetation,430
1325,low vegetation,17
1327,low vegetation,9
1329,low vegetation,100
1331,low vegetation,488
1333,low vegetation,148
1336,low vegetation,185
1338,low vegetation,118
1340,ground,686
1342,low vegetation,908
1344,ground,65
1346,ground,573
1348,ground,413
1350,ground,23
1353,low vegetation,12821
1355,low vegetation,35
1358,ground,203
1360,ground,33
1362,ground,309
1364,ground,172
1366,tree,921
1368,tree,739
1370,tree,438
1330,low vegetation,374
1332,low vegetation,234
1335,low vegetation,3505
1337,low vegetation,2755
1339,low vegetation,375
1345,building,2500
1347,building,931
1349,building,11201
1351,low vegetation,17796
1357,ground,110
1359,ground,415
1361,ground,4153
1363,ground,6909
1365,ground,16
1367,water,2111
1369,water,214
1371,building,2023
1373,building,1765
1375,building,167
1377,building,2044
1379,building,62
1381,low vegetation,1226
1383,low vegetation,355
1385,low vegetation,1456
1387,low vegetation,2097
1389,low vegetation,407
1391,low vegetation,204
1393,low vegetation,71
1395,low vegetation,644
1397,low vegetation,104
1399,low vegetation,323
1401,low vegetation,221
1403,ground,216
1405,ground,436
1407,ground,2937
1409,ground,582
1411,ground,144
1413,ground,552
1415,ground,641
1417,ground,166
1419,ground,149
1421,ground,271
1423,ground,479
1425,ground,779
1427,ground,523
1429,ground,128
1431,ground,151
1433,ground,1398
1435,ground,253
1437,ground,331
1439,ground,102
1441,ground,2528
1443,ground,344
1445,ground,253
1447,ground,1285
1449,ground,127
1451,ground,133
1453,ground,240
1455,ground,576
1457,ground,176
1459,low vegetation,6487
1461,low vegetation,2323
1463,low vegetation,2848
1465,low vegetation,676
1467,ground,840
1469,ground,333
1471,ground,449
1428,building,272
1430,building,728
1432,building,908
1434,building,527
1436,building,647
1438,building,14105
1440,building,2041
1442,building,909
1444,building,975
1446,building,874
1448,low vegetation,3494
1450,low vegetation,726
1452,low vegetation,332
1454,low vegetation,1943
1468,low vegetation,193
1470,low vegetation,2067
1472,low vegetation,241
1474,low vegetation,724
1476,low vegetation,629
1478,low vegetation,384
1480,low vegetation,1364
1482,low vegetation,826
1484,low vegetation,1465
1486,low vegetation,108
1456,low vegetation,1334
1458,low vegetation,709
1460,low vegetation,734
1462,low vegetation,156
1464,low vegetation,3075
1466,low vegetation,127
1488,low vegetation,367
1490,ground,15913
1492,ground,183
1494,ground,31
1496,ground,75
1498,ground,551
1500,ground,60
1502,ground,23
1504,ground,58
1506,ground,214
1508,ground,2027
1510,ground,1422
1512,ground,255
1514,ground,309
1516,ground,363
1518,ground,66
1520,ground,182
1522,ground,1017
1524,ground,819
1526,building,1290
1528,low vegetation,14983
1530,low vegetation,7050
1532,tree,2417
1495,building,1519
1497,building,2569
1499,building,514
1501,building,2432
1503,building,960
1505,building,718
1507,building,1040
1509,building,30767
1511,building,186
1513,building,2461
1515,ground,1076
1517,ground,1052
1519,ground,1784
1521,ground,413
1523,ground,193
1525,ground,32210
1527,ground,517
1529,ground,196
1531,ground,1347
1534,ground,10
1536,ground,2483
1538,ground,2844
1540,ground,1497
1543,low vegetation,2895
1545,low vegetation,387
1547,low vegetation,27
1549,low vegetation,842
1551,low vegetation,549
1553,low vegetation,175
1555,low vegetation,790
1557,building,597
1533,low vegetation,5382
1535,low vegetation,34
1537,low vegetation,1749
1539,low vegetation,3021
1541,low vegetation,1210
1559,building,260
1561,building,1282
1563,building,3313
1565,building,1156
1567,building,864
1569,building,3100
1571,building,745
1573,building,30
1575,low vegetation,345
1577,low vegetation,42
1579,low vegetation,223
1581,low vegetation,695
1583,low vegetation,185
1585,low vegetation,190
1588,tree,19
1587,low vegetation,613
1596,low vegetation,81
1598,low vegetation,11
1600,low vegetation,124
1602,sports field,1371
1604,ground,1556
1606,ground,2184
1608,ground,37953
1610,ground,186
1612,ground,30
1614,ground,148
1616,ground,604
1618,ground,162
1620,ground,103
1622,ground,159
1624,ground,139
1626,ground,5501
1628,ground,139
1630,ground,79
1632,ground,6457
1634,ground,115
1636,ground,100
1638,ground,3703
1640,ground,190
1642,ground,5009
1644,ground,118
1646,ground,99
1648,ground,44
1650,ground,254
1652,ground,147
1654,ground,137
1656,ground,193
1658,ground,135
1660,ground,145
1662,ground,218
1664,ground,12
1666,tree,1078
1668,tree,1263
1670,tree,1455
1672,tree,195
1674,tree,65
1676,tree,26336
1678,tree,2117
1680,tree,144
1682,tree,282
1684,tree,373
1686,tree,254
1619,water,223
1621,water,1107
1623,water,479
1625,water,313
1627,building,1426
1629,building,299
1631,building,1185
1633,building,358
1635,building,381
1637,building,628
1639,building,469
1641,low vegetation,112
1643,low vegetation,347
1645,low vegetation,158
1647,low vegetation,27
1649,low vegetation,67
1651,low vegetation,41
1653,low vegetation,29
1655,low vegetation,239
1657,low vegetation,351
1659,low vegetation,28
1661,low vegetation,115
1663,ground,117
1665,ground,675
1667,ground,18
1669,ground,435
1671,ground,11
1673,ground,244
1675,ground,226
1677,ground,105
1679,ground,8
1681,ground,615
1683,ground,68
1685,ground,849
1687,ground,101
1689,ground,8619
1691,ground,8
1693,ground,777
1695,ground,11
1697,building,453
1699,building,105
1701,building,1286
1703,building,48
1705,building,240
1709,building,255
1712,ground,12
1714,ground,14
1717,building,143
1719,building,129
1721,building,215
1723,building,349
1725,low vegetation,664
1727,low vegetation,9
1729,low vegetation,144
1731,low vegetation,549
1733,low vegetation,312
1735,low vegetation,47
1738,low vegetation,18382
1740,low vegetation,9247
1742,low vegetation,291
1744,low vegetation,415
1746,low vegetation,41
1748,low vegetation,937
1750,low vegetation,69
1752,low vegetation,414
1754,tree,1798
1756,tree,364
1758,tree,13
1760,tree,24
1762,tree,18
1768,ground,270
1770,ground,87
1772,ground,237
1776,ground,321
1779,building,2466
1782,ground,3668
1785,building,1861
1788,building,227
1707,building,1080
1711,building,569
1713,building,2990
1715,building,7997
1737,ground,206
1739,ground,70
1741,ground,131
1743,ground,32
1745,ground,4491
1747,ground,31211
1749,ground,60
1753,ground,80
1755,low vegetation,64
1757,low vegetation,51
1759,low vegetation,370
1761,ground,13062
1763,ground,371
1766,ground,10689
1774,tree,1705
1778,ground,138
1764,ground,7213
1780,ground,320
1784,ground,114
1786,ground,3927
1790,building,227
1792,building,34
1794,building,280
1796,building,1560
1798,building,585
1800,building,92
1802,building,1009
1804,building,3741
1806,building,524
1809,tree,616
1811,tree,712
1813,tree,52
1773,building,204
1775,building,6906
1777,building,460
1781,building,9093
1783,building,696
1808,low vegetation,292
1810,low vegetation,6108
1812,low vegetation,66
1814,low vegetation,61
1816,low vegetation,57
1818,low vegetation,853
1820,low vegetation,964
1822,low vegetation,753
1824,low vegetation,4542
1826,ground,140
1828,ground,24
1830,ground,38
1832,ground,1475
1834,ground,77
1836,ground,11
1838,ground,8
1840,building,368
1842,building,1556
1844,ground,45
1846,ground,14
1848,ground,70
1850,ground,10
1852,ground,13
1854,ground,13
1856,ground,512
1858,ground,862
1860,ground,86
1862,ground,160
1864,ground,64
1866,building,1388
1868,building,416
1870,building,124
1872,building,72
1874,building,36
1876,low vegetation,6279
1878,low vegetation,3965
1880,low vegetation,2656
1882,ground,493
1884,building,797
1886,building,108
1888,building,6079
1890,ground,54
1845,low vegetation,647
1847,low vegetation,279
1849,low vegetation,527
1851,low vegetation,323
1853,low vegetation,275
1855,ground,6809
1857,ground,2992
1859,ground,2830
1861,ground,92
1863,ground,673
1865,ground,38
1867,ground,234
1869,ground,147
1871,ground,1875
1873,ground,7807
1875,ground,1851
1877,ground,7319
1879,ground,814
1881,ground,130
1892,ground,155
1894,ground,279
1896,ground,117
1898,ground,119
1900,ground,122
1902,ground,381
1893,water,537
1895,water,87
1897,building,470
1899,building,209
1901,building,99
1903,building,32
1905,low vegetation,6661
1907,low vegetation,340
1909,low vegetation,4420
1911,low vegetation,3268
1913,low vegetation,61
1915,low vegetation,69
1917,building,321
1919,building,1893
1921,building,520
1923,low vegetation,129
1925,low vegetation,121
1927,low vegetation,281
1929,low vegetation,150
1931,ground,48
1933,low vegetation,446
1936,ground,323
1938,water,2259
1940,building,404
1939,low vegetation,102
1941,low vegetation,9
1944,low vegetation,22354
1946,low vegetation,528
1948,ground,109
1950,low vegetation,11
1952,ground,75
1955,ground,470
1957,tree,711
1959,tree,170
1961,tree,421
1963,tree,1662
1965,tree,1511
1942,low vegetation,1853
1954,low vegetation,1041
1956,low vegetation,532
1962,ground,358
1964,low vegetation,4001
1966,low vegetation,68904
1968,low vegetation,9862
1970,low vegetation,26
1972,low vegetation,1555
1974,ground,1340
1976,ground,1106
1978,ground,863
1980,ground,2524
1982,ground,470
1984,ground,150
1986,ground,3343
1988,ground,69
1990,ground,291
1992,building,713
1995,ground,488
1997,tree,527
1975,low vegetation,22228
1977,low vegetation,225
1979,low vegetation,1513
1981,low vegetation,198
1983,low vegetation,700
1985,low vegetation,2202
1987,building,1736
1989,building,2186
1991,ground,386
1993,ground,85
1998,low vegetation,729
2000,low vegetation,261
2002,low vegetation,967
2004,low vegetation,765
2006,low vegetation,643
2008,low vegetation,6
2010,low vegetation,87087
1994,building,517
1996,building,234
2012,low vegetation,418
2014,low vegetation,13
2018,low vegetation,7
2020,low vegetation,196
2022,low vegetation,41981
2024,low vegetation,36
2026,low vegetation,26
2028,low vegetation,513
2030,low vegetation,708
2032,low vegetation,256
2034,low vegetation,70
2036,low vegetation,737
2038,low vegetation,19
2040,low vegetation,6
2042,low vegetation,8
2044,low vegetation,14
2046,low vegetation,789
2048,low vegetation,108
2051,low vegetation,91
2053,low vegetation,132
2056,low vegetation,2268
2058,low vegetation,609
2060,low vegetation,271
2062,low vegetation,63
2065,low vegetation,410
2067,low vegetation,181
2070,building,634
2072,building,9225
2074,low vegetation,8617
2076,building,6144
2078,building,914
2080,low vegetation,1437
2082,low vegetation,216
2086,low vegetation,786
2089,ground,23
2091,ground,154
2096,building,124
2098,building,289
2100,building,1874
2102,building,502
2104,building,503
2107,tree,2004
2110,building,1189
2114,tree,32
2116,tree,386
2120,tree,82
2122,tree,89
2124,water,43149
2126,low vegetation,3127
2128,ground,802
2130,ground,1035
2132,ground,7
2135,low vegetation,3678
2137,building,788
2139,building,1101
2141,building,258
2143,building,627
2145,building,13215
2148,tree,104
2150,tree,156
2152,tree,54
2154,low vegetation,901
2156,ground,12339
2158,ground,2352
2160,ground,132
2162,building,715
2164,building,1340
2166,building,5064
2169,ground,2221
2171,tree,44
2176,building,2837
2084,low vegetation,727
2088,building,3174
2090,building,239
2092,building,160
2085,building,1153
2094,building,480
2106,building,359
2108,building,1849
2112,building,1671
2115,building,6
2117,building,2513
2119,building,1404
2121,building,711
2123,low vegetation,1385
2125,low vegetation,1732
2127,low vegetation,789
2129,building,401
2131,building,87
2133,low vegetation,3119
2147,building,1133
2149,building,518
2151,building,2747
2153,low vegetation,374
2157,low vegetation,273
2159,low vegetation,4203
2161,low vegetation,7
2163,ground,3656
2165,ground,2272
2134,building,74
2136,building,1356
2138,building,737
2140,low vegetation,1813
2155,low vegetation,2472
2167,ground,2828
2168,building,319
2170,building,1151
2172,building,3455
2174,building,897
2178,building,7210
2181,building,144
2183,building,2394
2185,building,16
2187,building,442
2189,building,2122
2191,building,2243
2195,building,422
2197,ground,339
2199,ground,1336
2201,ground,106
2203,ground,927
2205,ground,832
2207,ground,445
2209,ground,381
2211,ground,534
2213,building,1050
2215,building,88
2217,building,132
2219,low vegetation,2196
2221,low vegetation,796
2223,low vegetation,8529
2225,low vegetation,638
2227,low vegetation,4255
2229,low vegetation,5765
2231,low vegetation,79
2233,low vegetation,17397
2235,ground,9
2238,low vegetation,1969
2240,low vegetation,885
2242,low vegetation,6
2244,low vegetation,60
2246,ground,8976
2248,ground,294
2250,ground,1565
2253,building,337
2255,low vegetation,2964
2257,low vegetation,956
2259,low vegetation,1232
2261,low vegetation,1315
2263,low vegetation,2862
2265,low vegetation,172
2267,low vegetation,4436
2236,low vegetation,20901
2252,ground,1260
2266,ground,3754
2239,building,536
2241,building,6962
2243,building,8441
2245,low vegetation,10867
2247,low vegetation,12
